algo,exp,eta_zero,loss
FTRL,4,0.29763513803482056,0.3563016996853985
Tight prox FTRL,4,0.29763513803482056,0.3742690375351922
Prox FTRL,4,0.29763513803482056,0.37438082443090803
AdaHedge FTRL,4,0.29763513803482056,0.4158085204224313
Proximal Point,4,0.29763513803482056,0.3205056777666207
FTRL,4,0.4832930266857147,0.3455025342106819
Tight prox FTRL,4,0.4832930266857147,0.3513667725726894
Prox FTRL,4,0.4832930266857147,0.3514774067483354
AdaHedge FTRL,4,0.4832930266857147,0.39405438889406413
Proximal Point,4,0.4832930266857147,0.3072512819770066
FTRL,4,0.7847599983215332,0.3674334201272577
Tight prox FTRL,4,0.7847599983215332,0.33705918257185685
Prox FTRL,4,0.7847599983215332,0.33716366257665953
AdaHedge FTRL,4,0.7847599983215332,0.3751897293382885
Proximal Point,4,0.7847599983215332,0.3017379231303451
FTRL,4,1.2742749452590942,0.45479112670198085
Tight prox FTRL,4,1.2742749452590942,0.3308824671277586
Prox FTRL,4,1.2742749452590942,0.33097751827903943
AdaHedge FTRL,4,1.2742749452590942,0.3596060864996337
Proximal Point,4,1.2742749452590942,0.30263011207732343
FTRL,4,2.0691380500793457,0.6948592208623886
Tight prox FTRL,4,2.0691380500793457,0.33223330762596864
Prox FTRL,4,2.0691380500793457,0.3323182050634913
AdaHedge FTRL,4,2.0691380500793457,0.34754111877134725
Proximal Point,4,2.0691380500793457,0.3093254661909369
FTRL,4,3.35981822013855,1.3182680433243512
Tight prox FTRL,4,3.35981822013855,0.3408030908903549
Prox FTRL,4,3.35981822013855,0.34087898110436315
AdaHedge FTRL,4,3.35981822013855,0.33911374199146976
Proximal Point,4,3.35981822013855,0.32212888817772084
FTRL,4,5.455595016479492,3.0725082431137563
Tight prox FTRL,4,5.455595016479492,0.3567526339484299
Prox FTRL,4,5.455595016479492,0.35682113389512216
AdaHedge FTRL,4,5.455595016479492,0.33436318684062444
Proximal Point,4,5.455595016479492,0.3417869583937394
FTRL,4,8.858668327331543,
Tight prox FTRL,4,8.858668327331543,0.3804691719540291
Prox FTRL,4,8.858668327331543,0.38053212655755225
AdaHedge FTRL,4,8.858668327331543,0.3332945255443153
Proximal Point,4,8.858668327331543,0.3689602759524821
FTRL,4,14.384498596191406,
Tight prox FTRL,4,14.384498596191406,0.4119963217050276
Prox FTRL,4,14.384498596191406,0.41205473915351076
AdaHedge FTRL,4,14.384498596191406,0.33592336830696556
Proximal Point,4,14.384498596191406,0.4036896439515034
FTRL,4,23.357213973999023,
Tight prox FTRL,4,23.357213973999023,0.4502736361302352
Prox FTRL,4,23.357213973999023,0.450328145212678
AdaHedge FTRL,4,23.357213973999023,0.3423018763012607
Proximal Point,4,23.357213973999023,0.44475438297060454
FTRL,4,37.926902770996094,
Tight prox FTRL,4,37.926902770996094,0.4926729854649011
Prox FTRL,4,37.926902770996094,0.4927242193440481
AdaHedge FTRL,4,37.926902770996094,0.35253460792520613
Proximal Point,4,37.926902770996094,0.4893183756952591
FTRL,4,61.58481979370117,
Tight prox FTRL,4,61.58481979370117,0.535590318303744
Prox FTRL,4,61.58481979370117,0.5356396238327749
AdaHedge FTRL,4,61.58481979370117,0.3667531261901144
Proximal Point,4,61.58481979370117,0.5337041804415653
FTRL,4,100.0,
Tight prox FTRL,4,100.0,0.5756638736582649
Prox FTRL,4,100.0,0.575710649837697
AdaHedge FTRL,4,100.0,0.38507817748075596
Proximal Point,4,100.0,0.5746673362234422
FTRL,5,0.009999999776482582,0.6341305166110396
Tight prox FTRL,5,0.009999999776482582,0.6352524992365166
Prox FTRL,5,0.009999999776482582,0.635264874798269
AdaHedge FTRL,5,0.009999999776482582,0.5851911552543526
Proximal Point,5,0.009999999776482582,0.5958306222718774
FTRL,5,0.016237767413258553,0.6050263255052268
Tight prox FTRL,5,0.016237767413258553,0.6074405324930288
Prox FTRL,5,0.016237767413258553,0.6074644978460374
AdaHedge FTRL,5,0.016237767413258553,0.5636293137470243
Proximal Point,5,0.016237767413258553,0.5559479147125447
FTRL,5,0.02636650949716568,0.5667945788651705
Tight prox FTRL,5,0.02636650949716568,0.5715297640917661
Prox FTRL,5,0.02636650949716568,0.5715713192689482
